Date,Rank,Keyword,Ngram,Score,Raw_SumScore,Platforms,EntropyPenalty,Entropy,Mentions,Platform_List,Examples
20260131,1,가위,1,22.125934,30.953164,6,0.71482,0.335506,29,"dc_comic,fmkorea,nate,theqoo,x_trends,youtube",[dc_comic](comment) 얼붕이 아픈거시러서 가위로 잘랐는데 또 그거만 ㅈㄴ 자람 || [fmkorea](comment) 저런 교수 핑킹가위로 입 찢어놔야함 || [theqoo](comment) 가위 절대 안 눌릴 거 같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ || [x_trends](post) Day open 장르연회 6일 차 오픈했습니다! 뤽의 디카로 담은 저희 부스의 모습 예쁘지요 - 오늘의 (안) 몰래 온 손님은 13시 권혁일 작가님 『첫사랑의 침공』 15시 범유진 작가님 『아홉수 가위』 사인 받는 방법 : 그냥 시간 맞춰 오시면 됩니다! 선착순으로 끊지 || [youtube](comment) 가위치기는 왜 나오는데 ㅋㅋ || [youtube](comment) 가위손의 가위질에 가버리게 되는데... || [youtube](comment) 가위치기 하고싶다는 미쳤나 ㅋㅋㅋㅋㅋㅋㅋㅋ || [youtube](comment) 가위질에 가버린다눀ㅋㅋㅋㅋ || [youtube](comment) 아니 ㅋㅋㅋㅋㅋㅋ 가위치기로 머리 미용 해주는데 왜 느끼는거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ || [youtube](comment) 근데 왜 다 북극곰임? 가위치기가 북극까지 날아감?
20260131,2,두바이,1,20.674785,35.06777,4,0.589567,0.482863,16,"dc_comic,ruliweb,theqoo,youtube",[dc_comic](comment) 두바이 쫀득 응가 01.31 09:08:30 || [theqoo](comment) 나도 마시멜로우 ㅂㄹ 안좋아해서 두바이 소금빵이 더 맛있더랑 || [theqoo](comment) 두바이초콜릿이 더 맛있는데 두쫀쿠만 팔아서 개슬픔 || [theqoo](comment) 뭔맛인지 모르겠고 왜유행인지도 모르겠음 두바이초콜릿까진 이해갔는데 || [theqoo](comment) ㄴㄷ 여러가지 두바이 어쩌구 다 먹어봤는데 카다이프 식감이 내 취향이 아님 || [theqoo](comment) 한정선에서 산 두바이초코딸기찹쌀떡이 더 맛있었어 || [theqoo](comment) 나도 두바이 초콜렛이 더 넛더라 쫀쿠는 너무 떡식감이라 근데 한번씩 생각나 || [youtube](comment) 국밥집에서 왜 두바이에는없지만한국에서유행하여전세계로뻗어나가는한천재가만든두바이쫀득쿠키바삭한카다이프500조각+가격12000이거지금못먹습니다가 아니라 그냥 두쫀쿠를 파는 거냐... || [youtube](comment) 두바이 쫀득 김밥ㅋㅋㅋㅋㅋㅋㅋㅋ 두쫀김이네요!ㅋㅋㅋ (두바이 사람들은 한국이 두바이에 미쳐있는지 알랑가 몰라 ㅋㅋㅋㅋㅋ)
20260131,3,로제,1,20.457817,26.667481,3,0.767145,0.273947,16,"nate,theqoo,youtube",[theqoo](comment) 로제글에서 왜 뜬금 타가수로 싸움이났지;; 암튼 ㅎㅇㅌ 내가 다 자랑스러움ㅠㅠ || [theqoo](comment) 로제 축하해 내가 더 떨림 ㅠㅠㅠ || [theqoo](comment) 로제 화이팅 ❤️🩷❤️🩷❤️🩷❤️🩷 || [theqoo](comment) 로제는 바이럴 아니고 체감으로 느껴지는 여솔 원탑같음 || [theqoo](comment) 자랑스럽다.로제 화이팅!!!!! || [theqoo](comment) 로제 대박♡상도 타면 좋겠당 || [theqoo](comment) 로제 ㅊㅋㅊㅋ 케데헌도 5노미인데 무대 안하나? || [theqoo](comment) 로제야🥹🥹🥹 || [theqoo](comment) 로제도 캣츠아이도 축하해 파이팅! || [theqoo](comment) 헌트릭스 없는거 아쉽지만 캣츠아이에 로제라니! 넘 즐겁다.
20260131,4,경상도,1,20.10068,26.201941,3,0.767145,0.273947,16,"dc_chzzk,theqoo,youtube","[theqoo](comment) 엄빠가 경상도셔서 그런가 당연히 신부쪽에서 하는 줄 || [theqoo](comment) 본관 경상도지만 서울에서 살았고 신랑 경기도 인데, 신랑쪽에서 함. 강산 3번바뀌기 전에 작은고모도 신랑쪽에서 함. 경상도 외할머니댁 외삼촌도 외할머니댁에서 함. 그래서 그냥 남자네 쪽에서 하다보다 하고 살았는데....그런게 있었구나.. || [theqoo](comment) 경상도는 신부쪽이 거의 공식 아닌가? 이거 서로 안 맞으면 결혼할 때 진짜 스트레스일꺼야 ㅠㅠ 집안 문제라... || [theqoo](comment) 경상도인데 신부쪽 ㅇㅇ 사촌새언니가 전라도 사람인데 당연하게 새언니고향에서 결혼식함 ㅋㅋㅋ || [theqoo](comment) 와 평생 경상도에서 살아서 이것도 지역별로 다른건지 몰랐음 당연히 신부쪽 지역에서 하는거라 생각했는데 || [theqoo](comment) 경상도덕인데 ㅋㅋ당연히 신부쪽에서 하는줄알았어 ㅋㅋㅋ 사촌언니가 전라도남자만나서 전라도가서 결혼한다고 해서 집안 어른들 결혼식당일까지 여자가 남자쪽가서 결혼식한다고 욕하고 난리났었는데 ㅋㅋㅋ전라도 입장에선 또 남자쪽에서 하는게 당연한거였구나 사촌언니는 결혼한지 10년넘었는데 아직까지 전라도가서 결혼한거때매 욕먹고, 형부집… || [theqoo](comment) 그냥 직장동료들 많은 서울에서 했음 전라도+경상도 커플임 || [theqoo](comment) 경상도 신부 충청도 신랑 경상도에서 결혼 신랑측 버스 대절비 신부측에서 부담했어 || [theqoo](comment) 경상도 신부쪽에서 항상 했고 최근에 대전갔는데 신부쪽이었음 || [theqoo](comment) 경상도 신부쪽에서하고 밥 안먹는 하객한테는 만원줌"
20260131,5,유튜버,1,20.074143,45.320378,7,0.442939,0.655366,29,"dc_chzzk,dc_lol,fmkorea,nate,theqoo,x_trends,youtube",[dc_chzzk](comment) 단간론파 한 유튜버가 누구 있지 딱히 없으면 사서 하는거도 추천? 01.31 07:31:54 || [dc_lol](comment) ㅇㅇ 근데 여캠들은 앵간한 중소기업 유튜버들보다 돈 잘 범 01.31 02:44:50 || [fmkorea](comment) 이거 유튜버 폭간트가 직접 타봤던데 가는 길이 거의 8번출구임ㅋㅋ 1 || [theqoo](comment) 유튜버들 구매링크 다 쿠팡임... 유튜버들 정신차려라 || [theqoo](comment) 저쪽에 고성국이 있다면 이쪽엔 김어준이 있더라. 작년초만 해도 내가 이런 생각을 할 줄 몰랐어. 파워 유튜버에서 멈추었으면 추앙 받았을텐데 욕심이 과해서 이제는 지가 판을 움직이려 해. 민주가 김어준 무리(문조털래)때문에 망조로 갈지는 몰랐다. || [theqoo](comment) 여당 대표가 유튜버랑 주종관계라니 돌겠네 || [theqoo](comment) 윤석열에게 중립이고 출산율에 관심많고 드릉드릉으로 여직원 혼낸 유튜버? || [theqoo](comment) 판사도 맨날 맘에들면 정의라고 하고 맘에 안들면 저쪽이라고 하고 비상식적인 반지성주의 걍 존나 싫음 갈라치는것도 싫고 회색지대에 있으면 죽이려고하는것도 싫고 유튜버가 뭣하러 한쪽편을 들겠음 그냥 경제얘기 하는거지 하긴 뭐 옷색깔가지고도 지랄발광하지 ㅋㅋ 정치병자들 제정신이 아니니까 애초에 || [theqoo](comment) ☞403덬 왜 안 봤다고 생각함? 구독자였음ㅋㅋㅋ 계엄쯤 구취했음 ㅋ ㅋㅋㅋ 그 전부터 이것저것 논란일때도 재밌어서 혹은 유용해보여서 흐린눈하다가 경제 유튜버인데 건물 다 부수고 쳐들어간 그 사건 몰랐다고 말했을때 실망해서 구취함 || [x_trends](post) 진짜로 불닭에 영향을 끼쳤던 유튜버. 바다거북 영하 11도 징역 6개월 정부 셧다운 부산콘서트 엡스타인 나홀로집 미국 상원 고인의 명복
20260131,6,중국,1,19.794004,37.06875,8,0.533981,0.548258,78,"dc_chzzk,dc_comic,dc_lol,fmkorea,ruliweb,theqoo,x_trends,youtube",[dc_chzzk](comment) 중국 베트남이라 한국업모름 01.31 07:28:10 || [dc_comic](comment) 다크레이디 한일은 없음. 중국은 -1시간 - 애용! || [dc_lol](comment) 인구수가 미국인도중국이 사실상 전세계 50퍼 이상일걸 01.31 04:01:38 || [dc_lol](comment) 투표하라고 댓글다는거 중국댓글공작이라며 ㅋㅋ 01.31 04:06:40 || [fmkorea](comment) 맛차가지고 일본이랑 중국도 신경전 중이라던데 || [fmkorea](comment) 중국 러시아가 이란 감싸주고 있던데 트럼프가 미친 선택만 하지 않길 빈다 || [fmkorea](comment) 그냥 옆에서 같이 사이좋게 훈련하면 되지. 아예 미국이랑 중국 러시아 이란이 같이 합동훈련하면 어때? 90 || [fmkorea](comment) 그냥 옆에서 같이 사이좋게 훈련하면 되지. 아예 미국이랑 중국 러시아 이란이 같이 합동훈련하면 어때? 91 || [fmkorea](comment) 은이거 중국이 개입하고 있음 ㅋㅋ || [fmkorea](comment) 킬킬킬킬킬 우리가 손흥민 김민재 때문에 눈이 높아진거지.. 몇년전만해도 지금처럼 유럽파 많은것도 아니였음 국대에 중국리거 중동리거가 선발라인업 꿰차는 암울하던 시기도 있고 참고로 일본 유럽파수는 ㄹㅇ 논외고 한국도 지금 역대 유럽파 수 생각해보면 지금 유럽파 엄청 많은거임 13
20260131,7,김동현,1,19.565009,26.705268,3,0.732627,0.314556,35,"fmkorea,ruliweb,youtube","[fmkorea](comment) 영상보면 저때 김동현 엄청 당황한게 눈에 보임 ㅋㅋㅋㅋ 관장이랑 고석현은 김상욱 감량 기간에 종종 그럴때 있다고 그러려니 하는데 김동현은 저때가 처음이라 1 || [fmkorea](comment) 김동현 몸두께머임 ㄷㄷ 인자강이네 || [fmkorea](comment) 김동현 넘 멋잇다 || [fmkorea](comment) 김동현은 못하는게 뭐야 예능도 잘해 격투기도 잘해 사람도 잘챙겨 || [fmkorea](comment) 저 장면에서 계속 옆에서 코칭하는 이정원 관장도 그렇지만 김동현의 리액션에 좀 감동 받았음 어떻게 보면 싸움으로는 대한민국이라는 나라 안에서 한 획을 그었던 사람인데 사내자식이 왜 울어 그냥 무작정 이런 말 쉽게 하는 마초적인 그런게 아니라 보이진 않지만 그 무형의 '부담감, 긴장감'이라는 것 때문에 충분히 북받쳐오르고 … || [fmkorea](comment) 금은구리올인 저것도 김동현이 맨날 얘기함 ㅋㅋㅋㅋ 29 4 || [youtube](comment) 김동현 어깨 맞추는거 전문가임 ㅋㅋㅋㅋㅋ 저번에 축구인가? 그거할때도 적팀 어깨빠지니까 달려가서 맞추고 돌아오더라 ㅋㅋ || [youtube](comment) 김동현 기다려주는거봐라 원래 습관성으로 빠지는사람글은 혼자 잘맞춤 기다려주다가 안되니까 딱 맞춰주네 센스지린다 || [youtube](comment) 김동현 그냥 사람이 졸라 멋있음 || [youtube](comment) 김동현 볼수록 인간성 좋고 예의 바르네~"
20260131,8,이재명,1,19.371149,25.144014,5,0.770408,0.270108,62,"fmkorea,nate,theqoo,x_trends,youtube",[fmkorea](comment) -_-_-_-_ 법원 앞에서 허위진술 ㅇㅈㄹ 진짜 얼탱이가 없다 이재명도 딱 잡아떼면서 아니라 하는거 믿는 사람이 있겠냐 지 살라고 유리한말만 반복하는거지 세상 너무 아름답게 보신다 || [theqoo](comment) ☞310덬 이재명은 바지는 똑바로 입고다녀~ || [theqoo](comment) 역시 이재명 팬카페💙💙 || [theqoo](comment) 이재명 시원시원하고 거침없어서 맘에 들어 || [theqoo](comment) 딱 정리해준다 이재명은 사람다운 사람들한테만 예의 차림 이재명한테 개같은 취급 받은 것들은 본인이 개가 아니었나 곰곰히 삶을 되짚어보면 됨 물론 그런 성찰을 할 지능이 없어보이긴 해 자아성찰도 기본적 인지 능력이 있는 사람들이 하는거라 ㅠ || [theqoo](comment) 이재명 글에 아득바득 악플다는애들 보면 곱버스 샀나싶음 || [theqoo](comment) ☞310덬 야 이재명이 얼마나 품위있는데 뭔소리하냐 외교하는거 못봤음? 기본 애티튜드부터 인터뷰 때 곤란한 질문 나와도 우아하게 답변하는거까지 칭찬일색인데 안봤음? 안봤으면 좀 보고 말해라 느그 썩열이는 그리 품위 있어서 보리밥집 메뉴나 훔쳐봄? || [theqoo](comment) ☞358덬 니가 이재명 찐사랑이네ㅋㅋ 이런것까지 수집 검색 간직하고 있다니ㅋㅋㅋ 나도 지지자지만 그렇게까지 안해 너한데 못당하겠다 아직 4년 4개월 남았으니 화이팅임ㅎㅎ || [theqoo](comment) 보통 이재명을 진짜 증오하는듯이 집요하게까는사람은 윤거니 지지자나 2찍이아니라 문... 그쪽임ㅋㅋ 다들 알고있으면 해서ㅎㅎ || [theqoo](comment) ☞377덬 맞말ㅋㅋㅋㅋㅋ이재명이 욕한 사람들 보면 욕먹을만함 ㅋㅋㅋ그리고 저 형수 건은 저 형수가 먼저 한 말을 이재명이 고대로 읊은건데 밝혀진지가 언젠데도 왜 아직도 징징거림.
20260131,9,라이브,1,19.203871,33.455675,6,0.574009,0.501165,40,"dc_lol,fmkorea,ruliweb,theqoo,x_trends,youtube","[dc_lol](comment) 유튜브 라이브 보지말고 k포커가서 홀덤이나 쳐라 01.31 06:06:51 || [fmkorea](comment) 저분 가끔 라이브 보면 정신이 저 육체에 갇혀있는 게 넘 안쓰럽더라 ㅠ 의외로 매운맛에 드립도 잘침 ㅠ 3 || [fmkorea](comment) 글 끝부분에 왜 뜬금 러브라이브 있나 봤더니 럽폭이었네 || [fmkorea](comment) 특히 80-90년대생 사람들에게는 먹먹한 소식일듯 80-90년대생들은 말 그대로 '나 홀로 집에' 시리즈를 성장기에 라이브로 체감하며 보고 자란 세대이기 때문에, 그 감회가 남다를 수 밖에 없음 || [fmkorea](comment) 수달네 라이브네 1 || [fmkorea](comment) 저거 라이브로 본 사람들은 이제 빼박 아재네 ㅜㅜ || [fmkorea](comment) 아 티빙 결제해야되나 김상욱 경기 라이브마려운데 || [x_trends](post) 그니까 누군가(KOZ 직원 추측) 재현이한테 눈냥즈 라방에 왜 껴서 방해하냐는 듯이 전화했다는 점.. 그 전에도 라방들 보면 리우나 운학이 혼자 라이브 하고 있을 때 재현이가 합류한 모습 많이 봤고 멤버들과 이야기하는 것도 재밌고, 무엇보다 리더니까 멤버들 라방도 챙기는 것도 맞다고 생각함 || [x_trends](post) 눈냥즈 라이브 너무 좋았어서 알티를 영원히함 || [x_trends](post) 눈냥즈 라이브 오늘 중에 봐야징"
20260131,10,지하철,1,18.941558,25.819073,4,0.733627,0.313381,16,"fmkorea,ruliweb,theqoo,youtube","[fmkorea](comment) 지하철 손잡이 있는거 보니까 지하철 객실에서 플레이하는걸 여기서 해보라고 하는 컨셉 모텔이네 1 || [fmkorea](comment) 열차들 지나다닐 때 소음 ㄷㄷ 일본 호텔치곤 방이 적당하네 지하철 손잡이는 왜 달려 있는겨 || [fmkorea](comment) 오사카 apa도 내려오면 바로 지하철인데잇늗데 || [fmkorea](comment) 저 호텔 궁금해서 찾아보니까, 시내에 있는건 아니고 오사카에서 1시간반정도 떨어져있는 산속 지하철역인데 (가평, 청평 느낌) 저 방말고도 옆에 다른 방들도 있어서 그냥 저 건물자체가 호텔+지하철 역사 느낌임. 번화가에 저런거 있었으면 운영 자체가 안될듯 156 || [fmkorea](comment) 부천역 근처 모텔에서 잠깐 자고 갔었는데 지하철 소리 개미치겠던데 저긴 걍 ASMR 수준이겠네 진동도 느껴지겠는걸 32 || [fmkorea](comment) 웨펀마스터 진짜 궁금해져서 저 유튜브 가서 보니까 저 호텔룸 자체를 전차 컨셉으로 꾸며놓은 거더라. 진짜 지하철 손잡이임. 지하철 기관석 속도계 같은 것도 있음. 6 || [fmkorea](comment) 일본도 지하철 새벽부터 자정까지 운행함? || [fmkorea](comment) 웨펀마스터 지하철역이라 지하철플레이도 가능이네 2 || [fmkorea](comment) 또빗 나도 부천역 모텔 가 본 적 있었는데 모텔촌 말하는 거 맞지? 지하철 소리가 나냐? 섹스 하느라 그랬나 한번도 못 느꼈는데 2 48 || [youtube](comment) 요요 왔다는 부분 공감돼서 저도 맥스컷 뉴욕컷팅제 먹어보는 중인데 ㅋㅋ 탄수화물 먹을 때 부담 덜한 느낌? 근데 성수 쇼핑 참고 지하철 서서 가기 운동하는 거 진짜 나도 하는데 ㅠㅠ 다이어트 중엔 왜 이렇게 예민해지는지 모르겠어요 💦"
