Date,Rank,Keyword,Ngram,Score,Raw_SumScore,Platforms,EntropyPenalty,Entropy,Mentions,Platform_List,Examples
20260201,1,쿠팡,1,28.16754,43.339695,7,0.649925,0.411853,82,"dc_chzzk,fmkorea,nate,ruliweb,theqoo,x_trends,youtube",[dc_chzzk](comment) ㅇㅇ 쿠팡에서 사서 써보고 별로면 환불해 02.01 09:59:34 || [fmkorea](comment) 11마존아니고 쿠팡도뜨는구나 쟁여둬야하나ㅜ || [fmkorea](comment) 쿠팡 와우 해제했는데 고민되네 || [fmkorea](comment) 플랫폼러버 난 최근 방향제 사건때문에 절대안씀 쿠팡에서 크림시킨것도 최근에 짭와서 ㅅㅂ || [theqoo](comment) 아휴.... 큰 딸 꼭 독립해야돼 고시원이라도 살면서 알바해야함 지금 방송이라도 나와서 독립할 수 있는 시기에 밀어붙여야함 왜냐? 방송탄 지금도 못 나오면 영원히 갇힘. 어차피 누구나 사회초년생이고 인맥이 없다고 집에서 못 나온다? 그거 개소리임 패스트푸드점 알바건 쿠팡을 뛰건 무조건 나와서 따로 살아야함. 국가 청년 사… || [theqoo](comment) 쿠팡 좋아서 계속 쓸거야 || [theqoo](comment) 쿠팡쓰는 애들 ㅁㅊ || [theqoo](comment) ☞429덬 지금까지 뉴스난거만 몇갠데 아직도모르는건 좀 안타깝네.. 너덬 말마따나 왜 쿠팡만 가지고이러겠어 단순히 만만해서라고 생각하진 않았으면 좋겠네 보통 이렇게 생각하더라고 ㅋㅋ || [theqoo](comment) 나 쿠팡 한달에 4-60만원씩 몇년을 썼는데 난리나고 끊고 아직 잘 지내는 중 || [theqoo](comment) 쿠팡이 유일무이한 것도 아니고 요즘 대체할 곳 많은데 돈은 우리나라에서 다 벌면서 우리나라 무시하는 그딴 기업 망해야해
20260201,2,엘로,1,22.447257,26.420428,3,0.849617,0.176921,30,"fmkorea,theqoo,youtube","[fmkorea](comment) 엘로도 안줌? || [theqoo](comment) 브리저튼이 시집장가가는 내용인건 아는데 엘로이즈는 진짜 비혼도 괜찮지않나 어차피 다양성 추구하는 얘기잖아 || [theqoo](comment) 엘로이즈 그냥 싱글해줘… 테오는 저때이후로 아예 등장도 안했던거같고? 애딸린남은 원작 기반인거같은데 하지말라고 ㅜㅜㅜ 그냥하지마 엘로이즈 아쉬운데 새로 창작아니면 하지마라 그냥 ㅜㅜㅜ 그 누구냐 히아신스? 막내여동생이나 해부러….. ㅜㅜ 엘로이즈 내가 얼마나 아끼는 캐릭턴데 애딸린 이혼남한테 보내지마라 ㅜㅜㅜㅜㅜㅜ || [theqoo](comment) 레즈비언 서사 자연스럽게 녹여내는건 엘로이즈가 제일 찰떡이지 않나 대체 왜 프란체스카를;; || [theqoo](comment) 퀴어로 바꿀거면 차라리 엘로이즈가 더 잘 어울리는데 뭔 애딸린 남자야ㅠㅠㅠㅠㅠㅠㅠㅜ 여태까지 드라마에서 나왔던 엘로이즈의 행보랑은 너무 안어울려 이상해 || [theqoo](comment) 매번 순수한 여자가 늙은, 애 줄줄 낳은 아저씨랑 재혼? 쉰내 오져 게다가 엘로이즈는 나름 현실을 벗어나려 하는 캐릭턴더 감다뒤 || [theqoo](comment) 솔직히 브리저튼 가문에서 엘로이즈가 노처녀로 살다 죽어도 상관 없는 재력인데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ || [theqoo](comment) 테오를주던가 퀴어를여기다주던가 독신엔딩내던가해라 아니근데 솔직히 엘로이즈성격이랑 제일어울리는건 테오나 독신아니냐 || [theqoo](comment) 엘로이즈는 자기와 대화가 통하는 사람이면 남녀 안가리고 사랑에 빠질 거 같긴 해…맨날 주변 사람들이 자기를 이해하지 못한다고 답답해하잖아 근데! 애딸린 사별남이랑 할 바에야 잘생긴 테오를 다시 데려와ㅠㅠㅠㅠ || [theqoo](comment) 테오랑 엘로이즈 이어줄거 아니면 하지말라고 저 오이지 같은 남자 뭔데ㅠㅠㅠㅠ"
20260201,3,엄마,1,21.825528,38.382835,8,0.568627,0.507497,222,"dc_chzzk,dc_comic,dc_lol,fmkorea,nate,ruliweb,theqoo,youtube",[dc_chzzk](comment) ㅇㅇ 엄마 || [dc_comic](comment) _uwu ㅁㅊ엄마소개점 02.01 09:52:29 || [fmkorea](comment) 증상이 낫질 않는다 싶으면 큰 병원 가라 울엄마 동네병원만 다니시다가 알고보니 대장암이더라 || [fmkorea](comment) 우리엄마가 찍어도 이거보단 화질좋겠네 || [fmkorea](comment) 엄마잖아요 캬 || [fmkorea](comment) 가슴이 시리다ㅠㅠ 진짜 멋진엄마네 || [fmkorea](comment) 진짜 엄마는 대단함 1 || [fmkorea](comment) 엄마 깨워야지.. 272 15 || [fmkorea](comment) 엄마는 강하다. || [fmkorea](comment) 역시 엄마는 위대함
20260201,4,병원,1,21.129822,35.459729,7,0.595882,0.475433,83,"dc_comic,dc_lol,fmkorea,nate,ruliweb,theqoo,youtube","[dc_lol](comment) 병원 가봐라 ㅉㅉ 02.01 06:56:27 || [fmkorea](comment) 머리 ㅈ같아지면 병원 가지말고 이거써라 웬만한건 당연히 병원을 가야하는건 맞는데 두피는 병원 ㅈ까고 이게 만병통치약임 || [fmkorea](comment) 악밍 맞음 그래서 굳이 본문처럼 의사 상대로 자기 주장 관철?시키려 할 필요 없고 본인이 애매하거나 찝찝하다 싶으면 걍 병원 한 두군데 더 가보는게 나음 250 6 || [fmkorea](comment) 나도 귀 뒤쪽 뒷머리? 뒷목? 그 사이쯤에 붓고 멍울 잡혀서 병원갔음 초음파검사받음 한곳은 수술해야한다하고 한곳은 물 찬거같다고 주사로 빼보자고해서 당연히 주사로 빼는쪽으로 갔는데 선생님이 다행이라고 물찬거 맞다고 그렇게 주사로 빼고 약먹고 끝남 하마터면 수술할뻔 || [fmkorea](comment) 걍 병원 2-3개 가서 의사랑 얘기해보고 본인이 결정하는게 서로 안피곤함 || [fmkorea](comment) 개인병원 의사말은 안믿어도 됌ㅋ 아니면 두세군데를 가보고 생각하던지 두세군데 말이 다 다르다? ㅋ 그럼 전부 무시하고 대형병원 가는게 맞다 1 || [fmkorea](comment) 저건 ㅈㄴ심하긴한데 병신같이 대충 진료하는 의새도 있긴함 십새끼 대충진료하고 국소마취후에 수술했더니 3개월 뒤에 또 재발해서 갔더니 또해야한다고ㅋㅋ 예? 그럼 언제까지 계속해야되는데요? 안나올때까지요ㅋㅋㅋㅋ 시발새끼 바로 전문의 있는병원간다음에 다른 병으로 진단받고 대학병원가서 수술함 원천까지 제거해야되는데 십새끼가 겉만… || [fmkorea](comment) 솔직히 보면서 답답하기보단 많이 알아보고 간 것 자체가 현명하다 생각함 다만 저기서 계속 토달지 말고 그냥 여러 병원 가보고 의견 종합해서 결정하는 게 낫지 ㅋㅋ || [fmkorea](comment) 생경한감각 허리쪽도 비슷함. 무조건 수술무새 하는 병원이 있는데 그병원은 방송전문 쇼닥터 까지 돌리는거라 딴병원보다 잘해 보이는데 딴데가면 이정도로 수술하면 되돌릴수 없다고 박아버림. || [fmkorea](comment) 비슷한 경험 해 본적 있는데 다른 병원 갔더니 수술할 필요 없다고 했고, 그냥 다 나은지 몇 년 지났음. 1"
20260201,5,그림,1,19.905596,34.583541,6,0.57558,0.499318,26,"dc_comic,fmkorea,ruliweb,theqoo,x_trends,youtube",[dc_comic](comment) 그림체만 이쁜거 맞음 02.01 09:52:44 || [dc_comic](comment) 안봣는데 딱 봐도 그냥 그림체만 이쁜 쓰레기인게 벌써 느껴집니다 제 오래된 만력으로 이제 견문색이 가능하달까요 02.01 09:51:36 || [fmkorea](comment) 그림그림그린 존나 부자동네에 노인네들밖에 없어서 점잖게 응원한다고 항상 줏닥치고 있음 원정가면 좀 시원시원하고 33 || [fmkorea](comment) 그림그림그린 첼시 혐지새끼들 존나 조용함 34 || [fmkorea](comment) 그림그림그린 첼시가 원래 응원 안하기로 유명함 부자동네라 그런가 1 || [fmkorea](comment) 그림그림그린 런던깍쟁이들이 원래 좀 조용함 ㅋㅋㅋㅋ || [fmkorea](comment) 그림그림그린 40분 되면 슬슬 화장실 가거나 맥주 사먹으러 나가더라고 3 || [fmkorea](comment) 그림그림그린 첼시 토트넘이 신사병 걸려서 생각보다 분위기가 노잼임 ㅋㅋㅋㅋ 6 || [fmkorea](comment) 그림그림그린 스탬포드 브릿지가 진짜 조오오오온나 조용한 경기장임 현지팬들이 신사병 걸린애들 천지라 8 || [theqoo](comment) 그냥 배우교체하고 나오면 좋겠어 엄청 우애 좋은 가족인데 그림이 이상해짐
20260201,6,민주당,1,19.698383,28.371722,4,0.694296,0.359651,17,"dc_lol,theqoo,x_trends,youtube","[dc_lol](comment) 민주당 언급하는 저분 뭔가 조현병있는거 같지않나요 저 약간 그런거 잘 캐치하는편인데 저분 살짝 조현병느낌나는 빈대새끼 같아요 02.01 07:34:27 || [theqoo](comment) ☞131덬 민주당 적자도 아님. 그냥 문재인이 밀고 있는 차기 주자임 문재인 당적변경봐봐 || [theqoo](comment) 저사람은 한번도 자기 기득권을 내려놓은적이 없음. 대치동의 삶을 따라 자식들을 키웠고 재산도 그렇고 지금도 나가있지만 자기가 민주당 적자라는 생각을 가지고 모든 행동과 말을함 ㅎ 국회 화장실옆에 방줬다고 징징대는거부터.. 지금와서 보면 교수조차 저사람에게 과분한 느낌 저사람이 정치판에 들어와서 한게 뭐있지? 핍박당했다는거… || [theqoo](comment) 정치인들은 다 저래 씹을거리도 아님 민주당에서 친명이니 반명이니 지랄첨병 난것도 차기땜에 그러는거 아냐? 니들이 댓글로 허구헌날 정청래 김어준 씹어대는것도 속내는 다 차기 때문인 사람들에게 놀아나는거야 || [theqoo](comment) 조혁당은 자기들 뽑아준게 민주당 당원이였다는 걸 잊었나봄 다음에는 사라질 가능성 매우 높음 || [theqoo](comment) ☞127덬 아니? 현정부 발목 잡고 사사건건 국정 운영에 저해하는 짓만 해서 빡친 건데? 민주당에 마이너스만 되는 합당 이슈로 당 분열 시키고 내란 종식, 민생안정은 뒷전 당내 세력 싸움에만 혈안인 인간들 때문에 화난 거야 그리고 당내 성비위 사건 하나 해결 못하는 2프로 지지율 대표가 대통령 팔면서 차기 소리하면 비웃음… || [theqoo](comment) 김두겸 욕해도 인지도가 넘사라 김두겸 뽑을걸 김상욱 남구 민주당 의원 소중함 남구 국힘만 뽑힌단 말야.. 인지도 더 올리자 || [theqoo](comment) 헐 나 꽃에서 여조온거 했었는데 오염 심한거였구나 근데 지난번 울산시장 여조 결과는 김두겸 뽑는다가 더 높긴 했었음..ㅅㅂ 애초에 울산 시장 자체가 송철호 빼고 다 빨간당이었어.. 그리고 민주당은 송철호 이선호 둘 다 출마선언 했고 국힘쪽은 특별한 일 없으면 김두겸 나온다고 기사남 || [theqoo](comment) 민주당이 아무리 개병신같아도 나라 뒤엎으려고 했던 내란잔당 매국노를 뽑는다는건 상식적으로 이해가 안 되는데...? || [theqoo](comment) 고양에 늙은이들 많아서 국짐뽑은게 아니라 후보로 나온 민주당 후보가 완전 병진이어서 국짐이 뽑힌거임 민주당에서 완전 핫바리로 보고 공천 그지같이했음"
20260201,7,유튜버,1,19.323123,29.175856,5,0.662298,0.397296,24,"dc_comic,fmkorea,theqoo,x_trends,youtube","[dc_comic](comment) ㅇㅇ 뷰티유튜버니까 외롭게 살진않겠죠 || [fmkorea](comment) 나는 비르츠 까던 사람들 유튜버 전문가들 리버풀 팬들 포함해서 태세 전환이 참 비르츠는 적응 할거라고 봤다 시몬스가 문제지 ㅠ 4 || [theqoo](comment) ☞6덬 유치원교사 > 승무원 > 모델 > 인플, 유튜버 자수성가지ㅋㅋㅋ 존나 이직 한번 하기도 어려운데 이직도 잘했고 연프나오고 인플로도 자리잡아서 메가인플이자나 게다가 이미지도 좋아서 공익광고나 유네스코홍보대사도 하고잇는데 || [theqoo](comment) 유튜버들 구매링크 다 쿠팡임... 유튜버들 정신차려라 || [x_trends](post) 램값 사태를 1년 전에 예견한 유튜버 :: 좋은 새벽 이더리움 에이전트 이번 서버 멋있는 순서대로 후쿠오카 계절범죄 || [youtube](comment) 잊혀지고 나서야 돌아오는 유튜버 || [youtube](comment) 잊어야 돌아오는 유튜버X 안 잊었는데 돌아오지 않는 유튜버O || [youtube](comment) 멜로우님 안녕하세요 저는 멜로우님 영상을 1년 전부터 보던 학생입니다 요즘 멜로우님 영상에 저와 비슷한 분들이 많아서 용기내서 적어보겠습니다 제가 사실 3학년때 이유없이 자존심이 낮아지고 제 자신이 싫어졌어요 안좋은 생각도 했고요 그런데 우연히 알고리즘에 멜로우님이 떠서 보게 됬는데 다른 유튜버분들과 다르게 보면볼수록 멜… || [youtube](comment) 마주님 저거 라이벌 공식 디코에 들어가고, 인증한담에 컨셉아티스트 방이있는데, 토론방에서 말하면서 레벨 10찍은담에 컨셉아티스트 방에 스킨올릴수있거든용 거기다가 설명이랑 상세사항 다 적고 올리면 개발자들이 스킨으로 낼확률도 좀 있습니다. 실제로 유튜버 오이씨가 돈가방이랑 밴도끼를 내어 만들어줬고, 10개월뒤에 만들어졌다고… || [youtube](comment) 마주님 이미 디코에서 유튜버 역할까지 있으실걸요"
20260201,8,신부,1,19.316611,25.625698,4,0.753798,0.289649,49,"dc_chzzk,fmkorea,theqoo,youtube","[dc_chzzk](comment) @쿨쿨냥즈 내 신부후보 합격 02.01 09:53:08 || [fmkorea](comment) 대충 누가 신부순위 top10 안에 넣는다는 댓글 달릴듯 || [theqoo](comment) 당시에 지방인이라 기차 탄 김에 보러 갔는데 스님 목탁 두드리고 신부님 기도하시고 한쪽에선 구슬프게 첼로 연주 하고 사람들 훌쩍이는거 보고 분위기 따라 울었다 || [theqoo](comment) 전라도인데 신부 쪽에서 함. 조선시대에서도 신랑이 신부네 와서 결혼하고 잠자고 가는 걸로 알고 있어서 전통방식은 이건 줄 알았음. 요즘은 완전 타지인 중간에서 하거나 서울에서 하거나 그렇게 하더라. || [theqoo](comment) 전라돈데 늘 신부쪽이었음 || [theqoo](comment) 요즘엔 보통 부부직장이랑 가까운데서 하던데 그리고 나도 신부쪽에서 결혼하는 거라고 들었던거 같음ㅋㅋ || [theqoo](comment) 경남덬인데 당연히 신부쪽에서 하는게 아니였어? 놀랬네 || [theqoo](comment) 내친구 신부 부산사람 남자는 경기도였는데 남자쪽에서 결혼식하고 신부측 가족,친구들은 관광버스 타고 올라감 이거땜에 여자 동창들 반은 못 갔음 유부녀들은 애데리고 경기도까지 버스타기 힘들다그래서 미혼친구 몇명만 올라갔던 기억이 있네 || [theqoo](comment) 경기도 신부쪽인데 막내이모 전라도로 시집갈때 다 같이 버스 대절해서 다 같이 신랑쪽 갔던거 생각남 울엄마 막내동생 결혼해서 갑자기 전라도 가서 산다는데(지역비하 아니고 이모부가 서울에서 일해서 평생 서울 살 줄 알았다함) 결혼도 남자쪽에서 한다고 엄청 울었거든 갑자기 생각나네 || [theqoo](comment) 나도 전라도인데 신부쪽에서 하는게 당연했는데?"
20260201,9,인기,1,19.194819,29.317773,7,0.654716,0.406216,82,"dc_comic,dc_lol,fmkorea,nate,ruliweb,theqoo,youtube",[dc_comic](comment) 만원대엿으면 지금보다 인기많았다 02.01 09:59:48 || [dc_lol](comment) 그게 서사고 인기지 02.01 08:40:15 || [fmkorea](comment) PaIette 생각보다 덜 달아서 인기가 많은것임 1 || [fmkorea](comment) 픽포드 그럴순 있는데 너무 달은 곳은 대부분 인기가 금방 없어짐 || [fmkorea](comment) 흙무직 rtu는 우승하면 바로 가지 드물게 준우승해도 가던데 뭐 자국에서 인기 엄청 좋고 ufc에서 선호하는 스타일이고 그랬을걸 유주상한테 발린애 3 || [fmkorea](comment) 와 레슬링 인기가 많구나 ? 무슨재미임? 1 || [fmkorea](comment) 흘쓰 인기 상품성 제로 단지 삼좆픽 || [fmkorea](comment) 걍 펑크까지 은퇴시키고 은퇴 제조기 레전드킬러 시키자 상품성? 인기? 알빠노 1 || [fmkorea](comment) 인기 아직 못팜 || [theqoo](comment) 영상보고 왔는데 서글프네 저게 뭐라고 김남일이 사과를 해야되고 와이프까지 욕을 먹나.. 윤석민도 골키퍼 비하발언했더만 누군 사과하고 누군 본인이 이정도로 인기있는줄 몰랐다 하고 참 어이없고 우습다
20260201,10,스포츠,1,19.167866,26.714225,5,0.717515,0.332335,45,"dc_lol,fmkorea,ruliweb,theqoo,youtube","[fmkorea](comment) 오경석 은가누만 봐도 격투기는 진짜 타고난 재능이 더큼 ㅋㅋㅋ 모든 스포츠가 그렇다고해도 씹재능이라고해도 축구,야구,농구등 보면 저학년 초딩때부터해야 재능이 꽃피는거지 격투기는 생판 딴일하다가 성인되고 해서 잘되는 경우 제법있으니 2 || [fmkorea](comment) 와 아르헨티나 폭스스포츠 캐스터 개오랜만이네 ㅋㅋㅋㅋ 목소리 여전하노 || [theqoo](comment) 축구 농구 배구 등등 서로 우리가 더 힘들다 나머지는 그게 스포츠냐 이래도 긁히는 사람 아무도 없는데 야구만 긁히는거 진짜 웃김 ㅋㅋㅋㅋㅋㅋ 뭐 30년 전에 짜장면 어쩌고저쩌고 하면서 존나 오래도 한쳐먹은거같더만 ㅋㅋㅋㅋㅋㅋㅋ || [theqoo](comment) ☞572덬 전세계에 프로야구 리그가 몇 개나 된다고? 냉정하게 말해서 야구는 리그 가치조차 희미한 마이너 스포츠입니다요 그동안 야구팬들이 우주최강 스포츠인 것처럼 굴어도 우물 안 개구리들이 또 시작이네 하고 넘겼는데, 이번에 보니까 정말 가관이더라 본인들이 비주류라는 걸 인정하면 자격지심에 발작할 일도 없을텐데, 근거없는… || [theqoo](comment) 시발 왜 그러고 사니? 하여간 돌아버린 팬들이 자기 스포츠 먹칠한다니까ㅋㅋ 하긴 지들 얼굴 아니고 언제든 다른거 파러 가면되니 마음대로 먹칠하는거겠다만. 야구방은 이모티콘만 귀여운거 쓰면 뭐함 인성질 하면서ㅋㅋ || [theqoo](comment) 야구팬들은 욕하고 조롱하는데 이상한 부심이 있더라. 그걸 본인판에서만 하면 되는데 타스포츠, 타장르까지 건들이는게 문제임 || [theqoo](comment) ☞674덬 왜냐하면 야구선수들의 경기당 이동 거리: 0-1.5km 축구선수들의 경기당 이동 거리: 10-13km (골키퍼는 4-5km) 스포츠 아니라는 농담에 긁힐만 하긴 함 저 프로그램에서 야구선수들이 비하했던 골키퍼마저도 야구선수보다 몇배는 더 뛰니까 || [theqoo](comment) 그리고 예능 제작진들 야선들 섭외하는거 다시 생각해보시길 인지도로는 김남일 하승진 발끝도 못따라오면서 지들 우물안에서 유명하다고 존나 깽판치는거 예능 자체에도 도움될거 1도 없다 생각함 스포츠 선수들 모여서 하는 예능에 야선 껴있으면 존나 꺼려지고 피곤해짐 || [theqoo](comment) ☞572덬 전세계 풀시즌으로 하는 리그 '5개' 밖에없는 개듣보 스포츠 마이너중에 마이너 야구보다 챔피언스리그 나가고 클럽월드컵 나가는 K리그 위상이 전세계에서 더 높음 마이너스포츠 야구는 챔피언스 리그같은게 존재 할수 없잖아ㅋㅋㅋ 클월이랑 아챔은 스폰서랑 중계권 수입만 해도 몇천억이라 참가만해도 천만달러 받는단다ㅋㅋㅋ … || [theqoo](comment) 돼지들 덕질하면서 스포츠 아니란 말에 긁히는거 넘 표독스러워"
